"PRECIPITAï¿½ï¿½O TOTAL, HORï¿½RIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSï¿½O ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSï¿½O ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/mï¿½),"TEMPERATURA DO AR - BULBO SECO, HORARIA (ï¿½C)",TEMPERATURA DO PONTO DE ORVALHO (ï¿½C),TEMPERATURA Mï¿½XIMA NA HORA ANT. (AUT) (ï¿½C),TEMPERATURA Mï¿½NIMA NA HORA ANT. (AUT) (ï¿½C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (ï¿½C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (ï¿½C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREï¿½ï¿½O HORARIA (gr) (ï¿½ (gr))","VENTO, RAJADA MAXIMA (m/s)","PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),"VENTO, DIREÇÃO HORARIA (gr) (° (gr))"
0.0881578947368421,886.7049342105263,887.025,886.5154605263158,1774.0657894736842,24.289473684210527,15.741776315789474,24.979934210526313,23.42796052631579,16.635197368421053,14.864473684210527,65.45723684210526,56.57565789473684,60.516447368421055,118.02631578947368,6.466118421052632,,,,,,,,,,,
0.16768802228412255,886.1612813370474,886.5066852367688,885.925069637883,1748.6211699164346,24.535376044568245,15.313649025069639,25.30389972144847,23.51949860724234,16.27827298050139,14.300835654596101,64.73259052924791,54.674094707520894,59.25348189415042,149.6183844011142,5.9665738161559885,,,,,,,,,,,
0.23199999999999998,886.802,887.1192500000001,886.5682499999999,1343.6225,22.833000000000002,16.8595,23.528000000000002,21.92375,17.60375,16.11775,75.7725,66.6775,70.7575,135.02,5.71525,,,,,,,,,,,
0.13333333333333333,887.8475783475783,888.1532763532763,887.628774928775,1706.4700854700855,23.898290598290597,14.85897435897436,24.478632478632477,22.93846153846154,15.692307692307692,14.037037037037036,63.77207977207977,55.67236467236467,58.86609686609687,113.17378917378917,6.267806267806268,,,,,,,,,,,
0.05297297297297298,887.8397297297298,888.1245945945946,887.6316216216217,1423.0081081081082,22.962432432432433,13.785945945945947,23.468378378378375,22.008378378378378,14.462162162162162,13.036756756756757,62.71891891891892,55.35405405405405,58.20540540540541,155.7891891891892,5.374054054054055,,,,,,,,,,,
0.0,889.9825842696629,890.2609550561798,889.7716292134832,1505.7191011235955,21.669662921348312,11.113483146067416,22.12752808988764,20.666573033707866,11.768258426966293,10.541853932584269,57.67134831460674,51.29213483146067,53.28089887640449,105.54494382022472,5.979494382022471,,,,,,,,,,,
0.03685636856368563,889.8127371273713,890.1075880758808,889.5886178861789,1517.5582655826558,22.27181571815718,9.268021680216803,22.836856368563684,21.18672086720867,10.018428184281843,8.683468834688346,50.51490514905149,43.9349593495935,46.0,110.30081300813008,6.282655826558266,,,,,,,,,,,
0.08273615635179153,891.2726384364821,891.5960912052117,891.027361563518,1627.9511400651465,21.571335504885994,8.781107491856678,22.011074918566774,20.53387622149837,9.347557003257329,8.326058631921823,50.59609120521173,44.98371335504886,46.504885993485345,100.00325732899023,7.7218241042345275,,,,,,,,,,,
0.09363057324840764,887.461464968153,887.8089171974523,887.2302547770701,1560.3057324840765,24.41656050955414,11.526433121019108,24.946496815286622,23.421337579617834,12.293312101910828,10.939171974522294,52.21337579617835,46.07006369426752,48.1656050955414,125.71656050955414,6.12547770700637,,,,,,,,,,,
0.19219512195121952,886.7026829268292,886.9943902439024,886.4412195121952,1332.9536585365854,22.77390243902439,14.605853658536585,23.31219512195122,21.98439024390244,15.353658536585366,13.897073170731709,67.79756097560976,60.59268292682927,63.678048780487806,161.62682926829268,5.739756097560976,,,,,,,,,,,
